timestamp,label,temperature
2023-03-25 15:45:04.996478472 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:04.996571715 +05:30,coretemp Core 1,38.0
2023-03-25 15:45:04.996617816 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:04.996665783 +05:30,coretemp Core 3,36.0
2023-03-25 15:45:04.996712238 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:06.025409618 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:06.025465655 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:06.025490920 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:06.025514522 +05:30,coretemp Core 3,35.0
2023-03-25 15:45:06.025538162 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:07.028991200 +05:30,coretemp Core 0,34.0
2023-03-25 15:45:07.029106897 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:07.029156806 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:07.029206405 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:07.029274879 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:08.057369919 +05:30,coretemp Core 0,37.0
2023-03-25 15:45:08.057438307 +05:30,coretemp Core 1,39.0
2023-03-25 15:45:08.057465727 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:08.057490877 +05:30,coretemp Core 3,39.0
2023-03-25 15:45:08.057515393 +05:30,coretemp Package id 0,41.0
2023-03-25 15:45:09.097868959 +05:30,coretemp Core 0,34.0
2023-03-25 15:45:09.097920720 +05:30,coretemp Core 1,34.0
2023-03-25 15:45:09.097943374 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:09.097964923 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:09.097986255 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:10.113080323 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:10.113139183 +05:30,coretemp Core 1,37.0
2023-03-25 15:45:10.113170241 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:10.113200896 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:10.113230656 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:11.130039320 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:11.130111387 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:11.130142531 +05:30,coretemp Core 2,36.0
2023-03-25 15:45:11.130172831 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:11.130203499 +05:30,coretemp Package id 0,39.0
2023-03-25 15:45:12.145548438 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:12.145619262 +05:30,coretemp Core 1,37.0
2023-03-25 15:45:12.145642281 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:12.145663724 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:12.145684707 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:13.185849531 +05:30,coretemp Core 0,42.0
2023-03-25 15:45:13.185933568 +05:30,coretemp Core 1,41.0
2023-03-25 15:45:13.185969323 +05:30,coretemp Core 2,41.0
2023-03-25 15:45:13.185989393 +05:30,coretemp Core 3,43.0
2023-03-25 15:45:13.186009543 +05:30,coretemp Package id 0,44.0
2023-03-25 15:45:14.201821799 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:14.201889033 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:14.201918267 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:14.201944961 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:14.201971383 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:15.218783786 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:15.218862070 +05:30,coretemp Core 1,34.0
2023-03-25 15:45:15.218914791 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:15.218965067 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:15.219012864 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:16.236061982 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:16.236145030 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:16.236185937 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:16.236224592 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:16.236261089 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:17.265066050 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:17.265120120 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:17.265145195 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:17.265168675 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:17.265192501 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:18.293052629 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:18.293121542 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:18.293145006 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:18.293167235 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:18.293189545 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:19.308243930 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:19.308296538 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:19.308340771 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:19.308368258 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:19.308391236 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:20.336254911 +05:30,coretemp Core 0,34.0
2023-03-25 15:45:20.336325874 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:20.336359216 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:20.336389974 +05:30,coretemp Core 3,36.0
2023-03-25 15:45:20.336420090 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:21.352269919 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:21.352344583 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:21.352373684 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:21.352394933 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:21.352415747 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:22.367953427 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:22.368008886 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:22.368033391 +05:30,coretemp Core 2,36.0
2023-03-25 15:45:22.368056673 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:22.368079848 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:23.384189157 +05:30,coretemp Core 0,37.0
2023-03-25 15:45:23.384279583 +05:30,coretemp Core 1,37.0
2023-03-25 15:45:23.384341936 +05:30,coretemp Core 2,41.0
2023-03-25 15:45:23.384386636 +05:30,coretemp Core 3,41.0
2023-03-25 15:45:23.384429626 +05:30,coretemp Package id 0,41.0
2023-03-25 15:45:24.413019665 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:24.413057314 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:24.413067493 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:24.413077288 +05:30,coretemp Core 3,36.0
2023-03-25 15:45:24.413087020 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:25.441376123 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:25.441434007 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:25.441470547 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:25.441503583 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:25.441535668 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:26.457397888 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:26.457467083 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:26.457509924 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:26.457551038 +05:30,coretemp Core 3,36.0
2023-03-25 15:45:26.457577654 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:27.487126256 +05:30,coretemp Core 0,34.0
2023-03-25 15:45:27.487183863 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:27.487214534 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:27.487244295 +05:30,coretemp Core 3,35.0
2023-03-25 15:45:27.487273526 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:28.503066285 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:28.503109589 +05:30,coretemp Core 1,34.0
2023-03-25 15:45:28.503133198 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:28.503155370 +05:30,coretemp Core 3,32.0
2023-03-25 15:45:28.503176967 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:29.519038246 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:29.519086289 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:29.519119410 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:29.519158380 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:29.519191436 +05:30,coretemp Package id 0,39.0
2023-03-25 15:45:30.547793264 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:30.547841949 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:30.547864557 +05:30,coretemp Core 2,38.0
2023-03-25 15:45:30.547886998 +05:30,coretemp Core 3,36.0
2023-03-25 15:45:30.547923976 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:31.575707269 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:31.575724913 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:31.575735649 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:31.575747980 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:31.575756903 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:32.591128429 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:32.591177350 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:32.591200978 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:32.591222858 +05:30,coretemp Core 3,32.0
2023-03-25 15:45:32.591245234 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:33.619098205 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:33.619139509 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:33.619174673 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:33.619196802 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:33.619217518 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:34.635167 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:34.635213293 +05:30,coretemp Core 1,34.0
2023-03-25 15:45:34.635236343 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:34.635258354 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:34.635280307 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:35.663430031 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:35.663501449 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:35.663542906 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:35.663579333 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:35.663615260 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:36.679932749 +05:30,coretemp Core 0,36.0
2023-03-25 15:45:36.679984740 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:36.680007477 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:36.680030014 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:36.680052425 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:37.696119512 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:37.696183364 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:37.696216342 +05:30,coretemp Core 2,36.0
2023-03-25 15:45:37.696248025 +05:30,coretemp Core 3,33.0
2023-03-25 15:45:37.696279904 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:38.711784370 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:38.711831911 +05:30,coretemp Core 1,35.0
2023-03-25 15:45:38.711849944 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:38.711867394 +05:30,coretemp Core 3,34.0
2023-03-25 15:45:38.711884486 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:39.727195426 +05:30,coretemp Core 0,35.0
2023-03-25 15:45:39.727252294 +05:30,coretemp Core 1,36.0
2023-03-25 15:45:39.727274331 +05:30,coretemp Core 2,37.0
2023-03-25 15:45:39.727295209 +05:30,coretemp Core 3,36.0
2023-03-25 15:45:39.727315238 +05:30,coretemp Package id 0,40.0
2023-03-25 15:45:40.767237568 +05:30,coretemp Core 0,69.0
2023-03-25 15:45:40.767260422 +05:30,coretemp Core 1,44.0
2023-03-25 15:45:40.767271259 +05:30,coretemp Core 2,67.0
2023-03-25 15:45:40.767281144 +05:30,coretemp Core 3,40.0
2023-03-25 15:45:40.767291311 +05:30,coretemp Package id 0,69.0
2023-03-25 15:45:41.783286154 +05:30,coretemp Core 0,55.0
2023-03-25 15:45:41.783330671 +05:30,coretemp Core 1,60.0
2023-03-25 15:45:41.783339540 +05:30,coretemp Core 2,48.0
2023-03-25 15:45:41.783347870 +05:30,coretemp Core 3,47.0
2023-03-25 15:45:41.783356043 +05:30,coretemp Package id 0,60.0
2023-03-25 15:45:42.798408190 +05:30,coretemp Core 0,49.0
2023-03-25 15:45:42.798450123 +05:30,coretemp Core 1,52.0
2023-03-25 15:45:42.798464775 +05:30,coretemp Core 2,44.0
2023-03-25 15:45:42.798480690 +05:30,coretemp Core 3,41.0
2023-03-25 15:45:42.798495218 +05:30,coretemp Package id 0,52.0
2023-03-25 15:45:43.813588321 +05:30,coretemp Core 0,42.0
2023-03-25 15:45:43.813622733 +05:30,coretemp Core 1,57.0
2023-03-25 15:45:43.813633572 +05:30,coretemp Core 2,42.0
2023-03-25 15:45:43.813643926 +05:30,coretemp Core 3,57.0
2023-03-25 15:45:43.813655432 +05:30,coretemp Package id 0,57.0
2023-03-25 15:45:44.853887891 +05:30,coretemp Core 0,42.0
2023-03-25 15:45:44.853971989 +05:30,coretemp Core 1,52.0
2023-03-25 15:45:44.854012841 +05:30,coretemp Core 2,62.0
2023-03-25 15:45:44.854052309 +05:30,coretemp Core 3,40.0
2023-03-25 15:45:44.854092373 +05:30,coretemp Package id 0,62.0
2023-03-25 15:45:45.870275319 +05:30,coretemp Core 0,50.0
2023-03-25 15:45:45.870307028 +05:30,coretemp Core 1,54.0
2023-03-25 15:45:45.870315135 +05:30,coretemp Core 2,42.0
2023-03-25 15:45:45.870323084 +05:30,coretemp Core 3,49.0
2023-03-25 15:45:45.870330880 +05:30,coretemp Package id 0,54.0
2023-03-25 15:45:46.899080317 +05:30,coretemp Core 0,45.0
2023-03-25 15:45:46.899104127 +05:30,coretemp Core 1,52.0
2023-03-25 15:45:46.899118936 +05:30,coretemp Core 2,64.0
2023-03-25 15:45:46.899133619 +05:30,coretemp Core 3,73.0
2023-03-25 15:45:46.899148076 +05:30,coretemp Package id 0,73.0
2023-03-25 15:45:47.927129510 +05:30,coretemp Core 0,44.0
2023-03-25 15:45:47.927147120 +05:30,coretemp Core 1,66.0
2023-03-25 15:45:47.927155681 +05:30,coretemp Core 2,53.0
2023-03-25 15:45:47.927163835 +05:30,coretemp Core 3,41.0
2023-03-25 15:45:47.927171834 +05:30,coretemp Package id 0,66.0
2023-03-25 15:45:48.956097728 +05:30,coretemp Core 0,45.0
2023-03-25 15:45:48.956127975 +05:30,coretemp Core 1,48.0
2023-03-25 15:45:48.956142715 +05:30,coretemp Core 2,43.0
2023-03-25 15:45:48.956157371 +05:30,coretemp Core 3,45.0
2023-03-25 15:45:48.956172174 +05:30,coretemp Package id 0,48.0
2023-03-25 15:45:49.972257266 +05:30,coretemp Core 0,43.0
2023-03-25 15:45:49.972279970 +05:30,coretemp Core 1,58.0
2023-03-25 15:45:49.972290998 +05:30,coretemp Core 2,62.0
2023-03-25 15:45:49.972300967 +05:30,coretemp Core 3,41.0
2023-03-25 15:45:49.972312353 +05:30,coretemp Package id 0,62.0
2023-03-25 15:45:51.001182502 +05:30,coretemp Core 0,50.0
2023-03-25 15:45:51.001231997 +05:30,coretemp Core 1,44.0
2023-03-25 15:45:51.001261751 +05:30,coretemp Core 2,52.0
2023-03-25 15:45:51.001281928 +05:30,coretemp Core 3,46.0
2023-03-25 15:45:51.001300732 +05:30,coretemp Package id 0,52.0
2023-03-25 15:45:52.017269023 +05:30,coretemp Core 0,59.0
2023-03-25 15:45:52.017306816 +05:30,coretemp Core 1,43.0
2023-03-25 15:45:52.017321619 +05:30,coretemp Core 2,50.0
2023-03-25 15:45:52.017336118 +05:30,coretemp Core 3,42.0
2023-03-25 15:45:52.017350925 +05:30,coretemp Package id 0,59.0
2023-03-25 15:45:53.032693366 +05:30,coretemp Core 0,65.0
2023-03-25 15:45:53.032717235 +05:30,coretemp Core 1,48.0
2023-03-25 15:45:53.032731937 +05:30,coretemp Core 2,47.0
2023-03-25 15:45:53.032746677 +05:30,coretemp Core 3,44.0
2023-03-25 15:45:53.032761035 +05:30,coretemp Package id 0,65.0
2023-03-25 15:45:54.060845928 +05:30,coretemp Core 0,59.0
2023-03-25 15:45:54.060885485 +05:30,coretemp Core 1,68.0
2023-03-25 15:45:54.060899392 +05:30,coretemp Core 2,55.0
2023-03-25 15:45:54.060913033 +05:30,coretemp Core 3,45.0
2023-03-25 15:45:54.060926450 +05:30,coretemp Package id 0,68.0
2023-03-25 15:45:55.076331885 +05:30,coretemp Core 0,56.0
2023-03-25 15:45:55.076390308 +05:30,coretemp Core 1,52.0
2023-03-25 15:45:55.076405239 +05:30,coretemp Core 2,46.0
2023-03-25 15:45:55.076419912 +05:30,coretemp Core 3,66.0
2023-03-25 15:45:55.076444269 +05:30,coretemp Package id 0,66.0
2023-03-25 15:45:56.104089832 +05:30,coretemp Core 0,70.0
2023-03-25 15:45:56.104130047 +05:30,coretemp Core 1,48.0
2023-03-25 15:45:56.104143587 +05:30,coretemp Core 2,61.0
2023-03-25 15:45:56.104156382 +05:30,coretemp Core 3,46.0
2023-03-25 15:45:56.104170792 +05:30,coretemp Package id 0,70.0
2023-03-25 15:45:57.119718635 +05:30,coretemp Core 0,65.0
2023-03-25 15:45:57.119749723 +05:30,coretemp Core 1,73.0
2023-03-25 15:45:57.119758156 +05:30,coretemp Core 2,50.0
2023-03-25 15:45:57.119766088 +05:30,coretemp Core 3,50.0
2023-03-25 15:45:57.119773942 +05:30,coretemp Package id 0,73.0
2023-03-25 15:45:58.147357197 +05:30,coretemp Core 0,58.0
2023-03-25 15:45:58.147416987 +05:30,coretemp Core 1,71.0
2023-03-25 15:45:58.147431931 +05:30,coretemp Core 2,51.0
2023-03-25 15:45:58.147446326 +05:30,coretemp Core 3,47.0
2023-03-25 15:45:58.147461122 +05:30,coretemp Package id 0,71.0
2023-03-25 15:45:59.175843091 +05:30,coretemp Core 0,45.0
2023-03-25 15:45:59.175882439 +05:30,coretemp Core 1,46.0
2023-03-25 15:45:59.175897163 +05:30,coretemp Core 2,48.0
2023-03-25 15:45:59.175910857 +05:30,coretemp Core 3,44.0
2023-03-25 15:45:59.175925017 +05:30,coretemp Package id 0,48.0
2023-03-25 15:46:00.203650464 +05:30,coretemp Core 0,67.0
2023-03-25 15:46:00.203675243 +05:30,coretemp Core 1,60.0
2023-03-25 15:46:00.203685954 +05:30,coretemp Core 2,53.0
2023-03-25 15:46:00.203700964 +05:30,coretemp Core 3,46.0
2023-03-25 15:46:00.203710990 +05:30,coretemp Package id 0,67.0
2023-03-25 15:46:01.231454408 +05:30,coretemp Core 0,48.0
2023-03-25 15:46:01.231476393 +05:30,coretemp Core 1,48.0
2023-03-25 15:46:01.231491688 +05:30,coretemp Core 2,48.0
2023-03-25 15:46:01.231506182 +05:30,coretemp Core 3,47.0
2023-03-25 15:46:01.231520641 +05:30,coretemp Package id 0,48.0
2023-03-25 15:46:02.247446069 +05:30,coretemp Core 0,43.0
2023-03-25 15:46:02.247494142 +05:30,coretemp Core 1,45.0
